country,country_code,year,energy_source,class,issuance_irec,issuance_tigrs,issuance_ecogox,issuance_lgc,issuance_go,issuance_go_expire,issuance_go_cancel,issuance_ext,issuance_total,certified_mix,total_generation,residual_mix,total_co2,emission_factor,sources,methodology,issuance
Afghanistan,AFG,2020,Coal,Fossil,,,,,,,,,,,0.02,0.02,20.0,1000.0,EMBERS,GO,
Afghanistan,AFG,2020,Hydro,RES,,,,,,,,,,,0.99,0.99,20.0,20.2020202020202,EMBERS,GO,
Afghanistan,AFG,2020,Other (F),Fossil,,,,,,,,,,,0.1,0.1,70.0,700.0,EMBERS,GO,
Afghanistan,AFG,2020,Solar,RES,,,,,,,,,,,0.07,0.07,0.0,0.0,EMBERS,GO,
Afghanistan,AFG,2021,Coal,Fossil,,,,,,,,,,,0.03,0.03,30.0,1000.0,EMBERS,GO,
Afghanistan,AFG,2021,Hydro,RES,,,,,,,,,,,0.85,0.85,20.0,23.529411764705884,EMBERS,GO,
Afghanistan,AFG,2021,Other (F),Fossil,,,,,,,,,,,0.1,0.1,70.0,700.0,EMBERS,GO,
Afghanistan,AFG,2021,Solar,RES,,,,,,,,,,,0.08,0.08,0.0,0.0,EMBERS,GO,
Afghanistan,AFG,2022,Coal,Fossil,,,,,,,,,,,0.03,0.03,30.0,1000.0,EMBERS,GO,
Afghanistan,AFG,2022,Hydro,RES,,,,,,,,,,,0.74,0.74,20.0,27.027027027027028,EMBERS,GO,
Afghanistan,AFG,2022,Other (F),Fossil,,,,,,,,,,,0.1,0.1,70.0,700.0,EMBERS,GO,
Afghanistan,AFG,2022,Solar,RES,,,,,,,,,,,0.09,0.09,0.0,0.0,EMBERS,GO,
Afghanistan,AFG,2023,Coal,Fossil,,,,,,,,,,,0.03,0.03,30.0,1000.0,EMBERS,GO,
Afghanistan,AFG,2023,Hydro,RES,,,,,,,,,,,0.75,0.75,20.0,26.666666666666668,EMBERS,GO,
Afghanistan,AFG,2023,Other (F),Fossil,,,,,,,,,,,0.1,0.1,70.0,700.0,EMBERS,GO,
Afghanistan,AFG,2023,Solar,RES,,,,,,,,,,,0.09,0.09,0.0,0.0,EMBERS,GO,
Albania,ALB,2020,Hydro,RES,,,,,,,,,,,5.28,5.28,130.0,24.62121212121212,EMBERS,GO,
Albania,ALB,2020,Solar,RES,,,,,,,,,,,0.03,0.03,0.0,0.0,EMBERS,GO,
Albania,ALB,2021,Hydro,RES,,,,,,,,,,,8.9,8.9,210.0,23.595505617977526,EMBERS,GO,
Albania,ALB,2021,Solar,RES,,,,,,,,,,,0.04,0.04,0.0,0.0,EMBERS,GO,
Albania,ALB,2022,Hydro,RES,,,,,,,,,,,6.81,6.81,160.0,23.494860499265787,EMBERS,GO,
Albania,ALB,2022,Solar,RES,,,,,,,,,,,0.16,0.16,10.0,62.5,EMBERS,GO,
Albania,ALB,2023,Hydro,RES,,,,,,,,,,,8.71,8.71,210.0,24.110218140068884,EMBERS,GO,
Albania,ALB,2023,Solar,RES,,,,,,,,,,,0.3,0.3,10.0,33.333333333333336,EMBERS,GO,
Algeria,DZA,2020,Gas,Fossil,,,,,,,,,,,78.13,78.13,49930.0,639.0630999616025,EMBERS,GO,
Algeria,DZA,2020,Hydro,RES,,,,,,,,,,,0.05,0.05,0.0,0.0,EMBERS,GO,
Algeria,DZA,2020,Other (F),Fossil,,,,,,,,,,,0.36,0.36,240.0,666.6666666666667,EMBERS,GO,
Algeria,DZA,2020,Solar,RES,,,,,,,,,,,0.82,0.82,40.0,48.78048780487805,EMBERS,GO,
Algeria,DZA,2020,Wind,RES,,,,,,,,,,,0.01,0.01,0.0,0.0,EMBERS,GO,
Algeria,DZA,2021,Gas,Fossil,,,,,,,,,,,84.42,84.42,53950.0,639.0665719023928,EMBERS,GO,
Algeria,DZA,2021,Hydro,RES,,,,,,,,,,,0.01,0.01,0.0,0.0,EMBERS,GO,
Algeria,DZA,2021,Other (F),Fossil,,,,,,,,,,,0.37,0.37,240.0,648.6486486486486,EMBERS,GO,
Algeria,DZA,2021,Solar,RES,,,,,,,,,,,0.79,0.79,40.0,50.63291139240506,EMBERS,GO,
Algeria,DZA,2021,Wind,RES,,,,,,,,,,,0.01,0.01,0.0,0.0,EMBERS,GO,
Algeria,DZA,2022,Gas,Fossil,,,,,,,,,,,90.22,90.22,57660.0,639.1044114387054,EMBERS,GO,
Algeria,DZA,2022,Hydro,RES,,,,,,,,,,,0.02,0.02,0.0,0.0,EMBERS,GO,
Algeria,DZA,2022,Other (F),Fossil,,,,,,,,,,,0.39,0.39,260.0,666.6666666666666,EMBERS,GO,
Algeria,DZA,2022,Solar,RES,,,,,,,,,,,0.83,0.83,40.0,48.19277108433735,EMBERS,GO,
Algeria,DZA,2022,Wind,RES,,,,,,,,,,,0.01,0.01,0.0,0.0,EMBERS,GO,
Algeria,DZA,2023,Gas,Fossil,,,,,,,,,,,95.0,95.0,60720.0,639.1578947368421,EMBERS,GO,
Algeria,DZA,2023,Hydro,RES,,,,,,,,,,,0.02,0.02,0.0,0.0,EMBERS,GO,
Algeria,DZA,2023,Other (F),Fossil,,,,,,,,,,,0.39,0.39,260.0,666.6666666666666,EMBERS,GO,
Algeria,DZA,2023,Solar,RES,,,,,,,,,,,0.87,0.87,40.0,45.97701149425287,EMBERS,GO,
Algeria,DZA,2023,Wind,RES,,,,,,,,,,,0.02,0.02,0.0,0.0,EMBERS,GO,
American Samoa,ASM,2020,Other (F),Fossil,,,,,,,,,,,0.17,0.17,110.0,647.0588235294117,EMBERS,GO,
American Samoa,ASM,2021,Other (F),Fossil,,,,,,,,,,,0.17,0.17,110.0,647.0588235294117,EMBERS,GO,
American Samoa,ASM,2022,Other (F),Fossil,,,,,,,,,,,0.17,0.17,110.0,647.0588235294117,EMBERS,GO,
American Samoa,ASM,2022,Solar,RES,,,,,,,,,,,0.01,0.01,0.0,0.0,EMBERS,GO,
American Samoa,ASM,2023,Other (F),Fossil,,,,,,,,,,,0.17,0.17,110.0,647.0588235294117,EMBERS,GO,
Angola,AGO,2020,Bio,RES,,,,,,,,,,,0.05,0.05,10.0,200.0,EMBERS,GO,
Angola,AGO,2020,Gas,Fossil,,,,,,,,,,,1.65,1.65,960.0,581.8181818181819,EMBERS,GO,
Angola,AGO,2020,Hydro,RES,,,,,,,,,,,12.64,12.64,300.0,23.734177215189874,EMBERS,GO,
Angola,AGO,2020,Other (F),Fossil,,,,,,,,,,,2.45,2.45,1610.0,657.1428571428571,EMBERS,GO,
Angola,AGO,2020,Solar,RES,,,,,,,,,,,0.02,0.02,0.0,0.0,EMBERS,GO,
Angola,AGO,2021,Bio,RES,,,,,,,,,,,0.05,0.05,10.0,200.0,EMBERS,GO,
Angola,AGO,2021,Gas,Fossil,,,,,,,,,,,1.66,1.66,970.0,584.3373493975904,EMBERS,GO,
Angola,AGO,2021,Hydro,RES,,,,,,,,,,,12.64,12.64,300.0,23.734177215189874,EMBERS,GO,
Angola,AGO,2021,Other (F),Fossil,,,,,,,,,,,2.48,2.48,1630.0,657.258064516129,EMBERS,GO,
Angola,AGO,2021,Solar,RES,,,,,,,,,,,0.02,0.02,0.0,0.0,EMBERS,GO,
Angola,AGO,2022,Bio,RES,,,,,,,,,,,0.05,0.05,10.0,200.0,EMBERS,GO,
Angola,AGO,2022,Gas,Fossil,,,,,,,,,,,1.67,1.67,970.0,580.8383233532934,EMBERS,GO,
Angola,AGO,2022,Hydro,RES,,,,,,,,,,,12.64,12.64,300.0,23.734177215189874,EMBERS,GO,
Angola,AGO,2022,Other (F),Fossil,,,,,,,,,,,2.56,2.56,1680.0,656.25,EMBERS,GO,
Angola,AGO,2022,Solar,RES,,,,,,,,,,,0.39,0.39,20.0,51.28205128205128,EMBERS,GO,
Angola,AGO,2023,Bio,RES,,,,,,,,,,,0.05,0.05,10.0,200.0,EMBERS,GO,
Angola,AGO,2023,Gas,Fossil,,,,,,,,,,,1.67,1.67,970.0,580.8383233532934,EMBERS,GO,
Angola,AGO,2023,Hydro,RES,,,,,,,,,,,13.27,13.27,320.0,24.114544084400904,EMBERS,GO,
Angola,AGO,2023,Other (F),Fossil,,,,,,,,,,,2.56,2.56,1680.0,656.25,EMBERS,GO,
Angola,AGO,2023,Solar,RES,,,,,,,,,,,0.39,0.39,20.0,51.28205128205128,EMBERS,GO,
Antigua and Barbuda,ATG,2020,Other (F),Fossil,,,,,,,,,,,0.33,0.33,220.0,666.6666666666666,EMBERS,GO,
Antigua and Barbuda,ATG,2020,Solar,RES,,,,,,,,,,,0.02,0.02,0.0,0.0,EMBERS,GO,
Antigua and Barbuda,ATG,2021,Other (F),Fossil,,,,,,,,,,,0.33,0.33,220.0,666.6666666666666,EMBERS,GO,
Antigua and Barbuda,ATG,2021,Solar,RES,,,,,,,,,,,0.02,0.02,0.0,0.0,EMBERS,GO,
Antigua and Barbuda,ATG,2022,Other (F),Fossil,,,,,,,,,,,0.34,0.34,220.0,647.0588235294117,EMBERS,GO,
Antigua and Barbuda,ATG,2022,Solar,RES,,,,,,,,,,,0.02,0.02,0.0,0.0,EMBERS,GO,
Antigua and Barbuda,ATG,2023,Other (F),Fossil,,,,,,,,,,,0.34,0.34,220.0,647.0588235294117,EMBERS,GO,
Antigua and Barbuda,ATG,2023,Solar,RES,,,,,,,,,,,0.02,0.02,0.0,0.0,EMBERS,GO,
Argentina,ARG,2020,Bio,RES,,,,,,,,,,,2.2,2.2,480.0,218.18181818181816,EMBERS,GO,
Argentina,ARG,2020,Coal,Fossil,,,,,,,,,,,1.64,1.64,1430.0,871.9512195121952,EMBERS,GO,
Argentina,ARG,2020,Gas,Fossil,,,,,,,,,,,88.72,88.72,49410.0,556.9206492335437,EMBERS,GO,
Argentina,ARG,2020,Hydro,RES,,,,,,,,,,,23.67,23.67,560.0,23.658639628221376,EMBERS,GO,
Argentina,ARG,2020,Nuclear,Nuclear,,,,,,,,,,,10.01,10.01,50.0,4.9950049950049955,EMBERS,GO,
Argentina,ARG,2020,Other (F),Fossil,,,,,,,,,,,7.65,7.65,5030.0,657.5163398692811,EMBERS,GO,
Argentina,ARG,2020,Solar,RES,,,,,,,,,,,1.34,1.34,60.0,44.776119402985074,EMBERS,GO,
Argentina,ARG,2020,Wind,RES,0.052249000000000004,,,,,,,,0.052249000000000004,0.052249000000000004,9.41,9.357751,70.0,7.438894792773645,"I-REC, EMBERS",I-REC,I-REC(E)
Argentina,ARG,2021,Bio,RES,0.013535,,,,,,,,0.013535,0.013535,2.25,2.236465,490.0,217.77777777777777,"I-REC, EMBERS",I-REC,I-REC(E)
Argentina,ARG,2021,Coal,Fossil,,,,,,,,,,,2.38,2.38,2070.0,869.7478991596639,EMBERS,GO,
Argentina,ARG,2021,Gas,Fossil,,,,,,,,,,,89.93,89.93,50080.0,556.8775714444567,EMBERS,GO,
Argentina,ARG,2021,Hydro,RES,0.138972,,,,,,,,0.138972,0.138972,19.65,19.511028,470.0,23.918575063613233,"I-REC, EMBERS",I-REC,I-REC(E)
Argentina,ARG,2021,Nuclear,Nuclear,,,,,,,,,,,10.17,10.17,50.0,4.916420845624385,EMBERS,GO,
Argentina,ARG,2021,Other (F),Fossil,,,,,,,,,,,13.63,13.63,8970.0,658.1071166544388,EMBERS,GO,
Argentina,ARG,2021,Solar,RES,0.041849,,,,,,,,0.041849,0.041849,2.2,2.158151,100.0,45.45454545454545,"I-REC, EMBERS",I-REC,I-REC(E)
Argentina,ARG,2021,Wind,RES,0.48793700000000007,,,,,,,,0.48793700000000007,0.48793700000000007,12.94,12.452062999999999,100.0,7.727975270479135,"I-REC, EMBERS",I-REC,I-REC(E)
Argentina,ARG,2022,Bio,RES,0.1034122,,,,,,,,0.1034122,0.1034122,2.4,2.2965877999999997,520.0,216.66666666666669,"I-REC, EMBERS",I-REC,I-REC(E)
Argentina,ARG,2022,Coal,Fossil,,,,,,,,,,,2.34,2.34,2040.0,871.7948717948718,EMBERS,GO,
Argentina,ARG,2022,Gas,Fossil,,,,,,,,,,,76.6,76.6,42660.0,556.9190600522194,EMBERS,GO,
Argentina,ARG,2022,Hydro,RES,0.156424641798,,,,,,,,0.156424641798,0.156424641798,22.77,22.613575358202,540.0,23.715415019762847,"I-REC, EMBERS",I-REC,I-REC(E)
Argentina,ARG,2022,Nuclear,Nuclear,,,,,,,,,,,7.47,7.47,30.0,4.016064257028113,EMBERS,GO,
Argentina,ARG,2022,Other (F),Fossil,,,,,,,,,,,16.93,16.93,11140.0,658.0035440047253,EMBERS,GO,
Argentina,ARG,2022,Solar,RES,0.053748746,,,,,,,,0.053748746,0.053748746,2.94,2.886251254,140.0,47.61904761904762,"I-REC, EMBERS",I-REC,I-REC(E)
Argentina,ARG,2022,Wind,RES,0.552042721903,,,,,,,,0.552042721903,0.552042721903,14.16,13.607957278097,110.0,7.768361581920904,"I-REC, EMBERS",I-REC,I-REC(E)
Argentina,ARG,2023,Bio,RES,0.366346691,,,,,,,,0.366346691,0.366346691,2.4,2.033653309,520.0,216.66666666666669,"I-REC, EMBERS",I-REC,I-REC(E)
Argentina,ARG,2023,Coal,Fossil,,,,,,,,,,,1.83,1.83,1600.0,874.3169398907104,EMBERS,GO,
Argentina,ARG,2023,Gas,Fossil,,,,,,,,,,,76.32,76.32,42500.0,556.8658280922432,EMBERS,GO,
Argentina,ARG,2023,Hydro,RES,0.272331057464,,,,,,,,0.272331057464,0.272331057464,31.49,31.217668942535997,750.0,23.817084788821848,"I-REC, EMBERS",I-REC,I-REC(E)
Argentina,ARG,2023,Nuclear,Nuclear,,,,,,,,,,,8.96,8.96,40.0,4.4642857142857135,EMBERS,GO,
Argentina,ARG,2023,Other (F),Fossil,,,,,,,,,,,9.8,9.8,6450.0,658.1632653061224,EMBERS,GO,
Argentina,ARG,2023,Solar,RES,0.147164077,,,,,,,,0.147164077,0.147164077,3.28,3.132835923,160.0,48.78048780487805,"I-REC, EMBERS",I-REC,I-REC(E)
Argentina,ARG,2023,Wind,RES,1.123260659739,,,,,,,,1.123260659739,1.123260659739,14.48,13.356739340261,110.0,7.596685082872928,"I-REC, EMBERS",I-REC,I-REC(E)
Argentina,ARG,2024,Bio,RES,0.091507507,,,,,,,,0.091507507,0.091507507,2.63,2.5384924929999997,570.0,216.7300380228137,"I-REC, EMBERS",I-REC,I-REC(E)
Argentina,ARG,2024,Coal,Fossil,,,,,,,,,,,1.31,1.31,1140.0,870.2290076335878,EMBERS,GO,
Argentina,ARG,2024,Gas,Fossil,,,,,,,,,,,81.95,81.95,45640.0,556.9249542403904,EMBERS,GO,
Argentina,ARG,2024,Hydro,RES,0.273916575007,,,,,,,,0.273916575007,0.273916575007,29.67,29.396083424993,700.0,23.592854735422986,"I-REC, EMBERS",I-REC,I-REC(E)
Argentina,ARG,2024,Nuclear,Nuclear,,,,,,,,,,,10.45,10.45,50.0,4.784688995215311,EMBERS,GO,
Argentina,ARG,2024,Other (F),Fossil,,,,,,,,,,,6.36,6.36,4180.0,657.2327044025157,EMBERS,GO,
Argentina,ARG,2024,Solar,RES,0.448561080066,,,,,,,,0.448561080066,0.448561080066,3.97,3.5214389199340004,190.0,47.858942065491185,"I-REC, EMBERS",I-REC,I-REC(E)
Argentina,ARG,2024,Wind,RES,1.5670085599999999,,,,,,,,1.5670085599999999,1.5670085599999999,16.17,14.602991440000002,120.0,7.421150278293134,"I-REC, EMBERS",I-REC,I-REC(E)
Armenia,ARM,2020,Gas,Fossil,,,,,,,,,,,3.17,3.17,1860.0,586.7507886435332,EMBERS,GO,
Armenia,ARM,2020,Hydro,RES,,,,,,,,,,,1.78,1.78,40.0,22.47191011235955,EMBERS,GO,
Armenia,ARM,2020,Nuclear,Nuclear,,,,,,,,,,,2.55,2.55,10.0,3.9215686274509807,EMBERS,GO,
Armenia,ARM,2020,Solar,RES,,,,,,,,,,,0.14,0.14,10.0,71.42857142857142,EMBERS,GO,
Armenia,ARM,2021,Gas,Fossil,,,,,,,,,,,3.38,3.38,1980.0,585.7988165680473,EMBERS,GO,
Armenia,ARM,2021,Hydro,RES,,,,,,,,,,,2.2,2.2,50.0,22.727272727272727,EMBERS,GO,
Armenia,ARM,2021,Nuclear,Nuclear,,,,,,,,,,,1.85,1.85,10.0,5.405405405405405,EMBERS,GO,
Armenia,ARM,2021,Solar,RES,,,,,,,,,,,0.29,0.29,10.0,34.48275862068966,EMBERS,GO,
Armenia,ARM,2022,Gas,Fossil,,,,,,,,,,,3.88,3.88,2280.0,587.6288659793814,EMBERS,GO,
Armenia,ARM,2022,Hydro,RES,,,,,,,,,,,2.85,2.85,70.0,24.561403508771928,EMBERS,GO,
Armenia,ARM,2022,Nuclear,Nuclear,,,,,,,,,,,2.63,2.63,10.0,3.802281368821293,EMBERS,GO,
Armenia,ARM,2022,Solar,RES,,,,,,,,,,,0.52,0.52,20.0,38.46153846153846,EMBERS,GO,
Armenia,ARM,2023,Gas,Fossil,,,,,,,,,,,3.72,3.72,2180.0,586.0215053763441,EMBERS,GO,
Armenia,ARM,2023,Hydro,RES,,,,,,,,,,,1.65,1.65,40.0,24.242424242424242,EMBERS,GO,
Armenia,ARM,2023,Nuclear,Nuclear,,,,,,,,,,,2.51,2.51,10.0,3.9840637450199208,EMBERS,GO,
Armenia,ARM,2023,Solar,RES,,,,,,,,,,,0.77,0.77,40.0,51.94805194805195,EMBERS,GO,
Armenia,ARM,2024,Gas,Fossil,,,,,,,,,,,3.52,3.52,2070.0,588.0681818181819,EMBERS,GO,
Armenia,ARM,2024,Hydro,RES,,,,,,,,,,,1.81,1.81,40.0,22.099447513812155,EMBERS,GO,
Armenia,ARM,2024,Nuclear,Nuclear,,,,,,,,,,,2.68,2.68,10.0,3.731343283582089,EMBERS,GO,
Armenia,ARM,2024,Solar,RES,,,,,,,,,,,0.86,0.86,40.0,46.51162790697674,EMBERS,GO,
Aruba,ABW,2020,Other (F),Fossil,,,,,,,,,,,0.82,0.82,540.0,658.5365853658537,EMBERS,GO,
Aruba,ABW,2020,Solar,RES,,,,,,,,,,,0.03,0.03,0.0,0.0,EMBERS,GO,
Aruba,ABW,2020,Wind,RES,,,,,,,,,,,0.14,0.14,0.0,0.0,EMBERS,GO,
Aruba,ABW,2021,Other (F),Fossil,,,,,,,,,,,0.83,0.83,550.0,662.6506024096386,EMBERS,GO,
Aruba,ABW,2021,Solar,RES,,,,,,,,,,,0.03,0.03,0.0,0.0,EMBERS,GO,
Aruba,ABW,2021,Wind,RES,,,,,,,,,,,0.14,0.14,0.0,0.0,EMBERS,GO,
Aruba,ABW,2022,Other (F),Fossil,,,,,,,,,,,0.83,0.83,550.0,662.6506024096386,EMBERS,GO,
Aruba,ABW,2022,Solar,RES,,,,,,,,,,,0.03,0.03,0.0,0.0,EMBERS,GO,
Aruba,ABW,2022,Wind,RES,,,,,,,,,,,0.14,0.14,0.0,0.0,EMBERS,GO,
Australia,AUS,2020,Bio,RES,,,,1.325542,,,,1.325542,1.325542,1.325542,3.41,2.084458,740.0,217.00879765395894,"Clean Energy Regulator Australia, EMBERS",GO,LGC
Australia,AUS,2020,Coal,Fossil,,,,,,,,,,,142.93,142.93,125780.0,880.0111942909116,EMBERS,GO,
Australia,AUS,2020,Gas,Fossil,,,,,,,,,,,53.05,53.05,38880.0,732.8934967012253,EMBERS,GO,
Australia,AUS,2020,Hydro,RES,,,,1.204956,,,,1.204956,1.204956,1.204956,14.42,13.215044,340.0,23.578363384188627,"Clean Energy Regulator Australia, EMBERS",GO,LGC
Australia,AUS,2020,Other (F),Fossil,,,,2.02693,,,,2.02693,2.02693,2.02693,4.89,2.8630699999999996,3220.0,658.4867075664622,"Clean Energy Regulator Australia, EMBERS",GO,LGC
Australia,AUS,2020,Solar,RES,,,,8.466866000000001,,,,8.466866000000001,8.466866000000001,8.466866000000001,23.84,15.373133999999999,1130.0,47.399328859060404,"Clean Energy Regulator Australia, EMBERS",GO,LGC
Australia,AUS,2020,Wind,RES,,,,75.651065,,,,75.651065,75.651065,75.651065,22.61,0.0,220.0,9.730207872622733,"Clean Energy Regulator Australia, EMBERS",GO,LGC
Australia,AUS,2021,Bio,RES,,,,1.262432,,,,1.262432,1.262432,1.262432,3.34,2.077568,720.0,215.5688622754491,"Clean Energy Regulator Australia, EMBERS",GO,LGC
Australia,AUS,2021,Coal,Fossil,,,,,,,,,,,137.4,137.4,120920.0,880.0582241630276,EMBERS,GO,
Australia,AUS,2021,Gas,Fossil,,,,,,,,,,,47.63,47.63,34910.0,732.9414234726013,EMBERS,GO,
Australia,AUS,2021,Hydro,RES,0.393994,,,1.531149,,,,1.531149,1.925143,1.925143,15.94,14.014857,380.0,23.839397741530743,"I-REC, Clean Energy Regulator Australia, EMBERS",I-REC,LGC
Australia,AUS,2021,Other (F),Fossil,,,,1.26094,,,,1.26094,1.26094,1.26094,5.15,3.8890600000000006,3390.0,658.252427184466,"Clean Energy Regulator Australia, EMBERS",GO,LGC
Australia,AUS,2021,Solar,RES,,,,9.811255000000001,,,,9.811255000000001,9.811255000000001,9.811255000000001,31.19,21.378745000000002,1480.0,47.45110612375761,"Clean Energy Regulator Australia, EMBERS",GO,LGC
Australia,AUS,2021,Wind,RES,,,,25.612829,,,,25.612829,25.612829,25.612829,26.8,1.1871709999999993,250.0,9.328358208955224,"Clean Energy Regulator Australia, EMBERS",GO,LGC
Australia,AUS,2022,Bio,RES,,,,1.1627070000000002,,,,1.1627070000000002,1.1627070000000002,1.1627070000000002,3.19,2.027293,690.0,216.30094043887146,"Clean Energy Regulator Australia, EMBERS",GO,LGC
Australia,AUS,2022,Coal,Fossil,,,,,,,,,,,129.21,129.21,113710.0,880.0402445631142,EMBERS,GO,
Australia,AUS,2022,Gas,Fossil,,,,,,,,,,,50.82,50.82,37250.0,732.9791420700511,EMBERS,GO,
Australia,AUS,2022,Hydro,RES,2.9295496232,,,1.568622,,,,1.568622,4.498171623199999,4.498171623199999,16.66,12.1618283768,400.0,24.009603841536613,"I-REC, Clean Energy Regulator Australia, EMBERS",I-REC,LGC
Australia,AUS,2022,Other (F),Fossil,,,,1.1799680000000001,,,,1.1799680000000001,1.1799680000000001,1.1799680000000001,5.45,4.2700320000000005,3590.0,658.7155963302752,"Clean Energy Regulator Australia, EMBERS",GO,LGC
Australia,AUS,2022,Solar,RES,,,,12.408014,,,,12.408014,12.408014,12.408014,37.54,25.131985999999998,1780.0,47.41608950452851,"Clean Energy Regulator Australia, EMBERS",GO,LGC
Australia,AUS,2022,Wind,RES,,,,28.420091,,,,28.420091,28.420091,28.420091,30.05,1.6299090000000014,290.0,9.650582362728786,"Clean Energy Regulator Australia, EMBERS",GO,LGC
Australia,AUS,2023,Bio,RES,,,,1.207496,,,,1.207496,1.207496,1.207496,3.13,1.922504,680.0,217.2523961661342,"Clean Energy Regulator Australia, EMBERS",GO,LGC
Australia,AUS,2023,Coal,Fossil,,,,,,,,,,,125.61,125.61,110580.0,880.343921662288,EMBERS,GO,
Australia,AUS,2023,Gas,Fossil,,,,,,,,,,,46.67,46.67,34200.0,732.8047996571673,EMBERS,GO,
Australia,AUS,2023,Hydro,RES,2.529178858,,,1.497898,,,,1.497898,4.027076858,4.027076858,15.08,11.052923142000001,360.0,23.872679045092838,"I-REC, Clean Energy Regulator Australia, EMBERS",I-REC,LGC
Australia,AUS,2023,Other (F),Fossil,,,,1.14234,,,,1.14234,1.14234,1.14234,5.76,4.61766,3790.0,657.9861111111111,"Clean Energy Regulator Australia, EMBERS",GO,LGC
Australia,AUS,2023,Solar,RES,,,,15.844644,,,,15.844644,15.844644,15.844644,44.99,29.145356,2140.0,47.56612580573461,"Clean Energy Regulator Australia, EMBERS",GO,LGC
Australia,AUS,2023,Wind,RES,,,,29.901061,,,,29.901061,29.901061,29.901061,31.87,1.9689390000000024,300.0,9.413241292751804,"Clean Energy Regulator Australia, EMBERS",GO,LGC
Australia,AUS,2024,Bio,RES,0.065531,,,0.944472,,,,0.944472,1.010003,1.010003,2.99,1.9799970000000002,650.0,217.39130434782606,"I-REC, Clean Energy Regulator Australia, EMBERS",I-REC,LGC
Australia,AUS,2024,Coal,Fossil,,,,,,,,,,,127.33,127.33,112090.0,880.3110029058353,EMBERS,GO,
Australia,AUS,2024,Gas,Fossil,,,,,,,,,,,49.1,49.1,35990.0,732.9938900203666,EMBERS,GO,
Australia,AUS,2024,Hydro,RES,2.4861112313,,,0.531001,,,,0.531001,3.0171122312999996,3.0171122312999996,12.85,9.832887768700001,310.0,24.124513618677042,"I-REC, Clean Energy Regulator Australia, EMBERS",I-REC,LGC
Australia,AUS,2024,Other (F),Fossil,,,,1.017284,,,,1.017284,1.017284,1.017284,6.42,5.402716,4220.0,657.3208722741433,"Clean Energy Regulator Australia, EMBERS",GO,LGC
Australia,AUS,2024,Solar,RES,,,,15.176593,,,,15.176593,15.176593,15.176593,50.21,35.033407,2390.0,47.600079665405296,"Clean Energy Regulator Australia, EMBERS",GO,LGC
Australia,AUS,2024,Wind,RES,,,,28.565692,,,,28.565692,28.565692,28.565692,32.74,4.1743080000000035,310.0,9.46854001221747,"Clean Energy Regulator Australia, EMBERS",GO,LGC
Austria,AUT,2020,Bio,RES,,,,,2.310685,0.093435,3.331508,2.310685,2.310685,2.310685,4.59,2.279315,990.0,215.68627450980392,"AIB, EMBERS",GO,AIB
Austria,AUT,2020,Coal,Fossil,,,,,0.332889,0.007738,0.0,0.332889,0.332889,0.332889,0.56,0.22711100000000006,540.0,964.2857142857142,"AIB, EMBERS",GO,AIB
Austria,AUT,2020,Gas,Fossil,,,,,4.312372,3.524018,7.695092,4.312372,4.312372,4.312372,9.95,5.637627999999999,4450.0,447.23618090452266,"AIB, EMBERS",GO,AIB
Austria,AUT,2020,Hydro,RES,,,,,39.004158000000004,0.911072,37.275005,39.004158000000004,39.004158000000004,39.004158000000004,42.0,2.995841999999996,1000.0,23.80952380952381,"AIB, EMBERS",GO,AIB
Austria,AUT,2020,Oil,Fossil,,,,,0.0037819999999999998,0.00043,0.000446,0.0037819999999999998,0.0037819999999999998,0.0037819999999999998,,,,,AIB,GO,AIB
Austria,AUT,2020,Other (F),Fossil,,,,,0.164961,0.101384,0.337296,0.164961,0.164961,0.164961,3.11,2.945039,2050.0,659.1639871382637,"AIB, EMBERS",GO,AIB
Austria,AUT,2020,Other (R),RES,,,,,7.000000000000001e-05,2e-06,0.16728,7.000000000000001e-05,7.000000000000001e-05,7.000000000000001e-05,0.0,0.0,0.0,,AIB,GO,AIB
Austria,AUT,2020,Solar,RES,,,,,1.0975039999999998,0.032296,1.064953,1.0975039999999998,1.0975039999999998,1.0975039999999998,2.04,0.9424960000000002,100.0,49.01960784313725,"AIB, EMBERS",GO,AIB
Austria,AUT,2020,Wind,RES,,,,,6.72658,0.067589,6.324857,6.72658,6.72658,6.72658,6.79,0.06341999999999981,80.0,11.782032400589102,"AIB, EMBERS",GO,AIB
Austria,AUT,2021,Bio,RES,,,,,2.123126,0.114607,3.482187,2.123126,2.123126,2.123126,4.48,2.3568740000000004,970.0,216.5178571428571,"AIB, EMBERS",GO,AIB
Austria,AUT,2021,Coal,Fossil,,,,,0.00929,0.001691,0.0,0.00929,0.00929,0.00929,0.0,0.0,0.0,,AIB,GO,AIB
Austria,AUT,2021,Gas,Fossil,,,,,5.300081,2.937468,7.601459,5.300081,5.300081,5.300081,10.62,5.319919,4750.0,447.2693032015066,"AIB, EMBERS",GO,AIB
Austria,AUT,2021,Hydro,RES,,,,,35.471745000000006,0.965585,38.787265,35.471745000000006,35.471745000000006,35.471745000000006,38.89,3.418254999999995,920.0,23.656466958086913,"AIB, EMBERS",GO,AIB
Austria,AUT,2021,Oil,Fossil,,,,,0.000415,0.000514,0.00024,0.000415,0.000415,0.000415,,,,,AIB,GO,AIB
